alphaticr.alphaticr,alphaticr.aromatic,alphaticr.postivecharger,alphaticr.negativecharger,alphaticr.uncharger,aromatic.alphaticr,aromatic.aromatic,aromatic.postivecharger,aromatic.negativecharger,aromatic.uncharger,postivecharger.alphaticr,postivecharger.aromatic,postivecharger.postivecharger,postivecharger.negativecharger,postivecharger.uncharger,negativecharger.alphaticr,negativecharger.aromatic,negativecharger.postivecharger,negativecharger.negativecharger,negativecharger.uncharger,uncharger.alphaticr,uncharger.aromatic,uncharger.postivecharger,uncharger.negativecharger,uncharger.uncharger
0.1676300578034682,0.0057803468208092,0.0260115606936416,0.0260115606936416,0.2196531791907514,0.0057803468208092,0.0028901734104046,0.0028901734104046,0.0,0.0086705202312138,0.0260115606936416,0.0057803468208092,0.0289017341040462,0.0115606936416184,0.0057803468208092,0.0231213872832369,0.0,0.0057803468208092,0.0115606936416184,0.0173410404624277,0.2196531791907514,0.0057803468208092,0.0144508670520231,0.0086705202312138,0.1502890173410404
0.048048048048048,0.036036036036036,0.03003003003003,0.012012012012012,0.1381381381381381,0.03003003003003,0.009009009009009,0.009009009009009,0.009009009009009,0.051051051051051,0.036036036036036,0.021021021021021,0.036036036036036,0.003003003003003,0.051051051051051,0.015015015015015,0.009009009009009,0.012012012012012,0.003003003003003,0.018018018018018,0.1351351351351351,0.033033033033033,0.06006006006006,0.03003003003003,0.1651651651651651
0.1305841924398625,0.0274914089347079,0.0206185567010309,0.0481099656357388,0.1134020618556701,0.0274914089347079,0.0034364261168384,0.0171821305841924,0.0137457044673539,0.0206185567010309,0.0446735395189003,0.0103092783505154,0.0137457044673539,0.0103092783505154,0.0446735395189003,0.0343642611683848,0.0103092783505154,0.0103092783505154,0.0274914089347079,0.0343642611683848,0.0996563573883161,0.0309278350515463,0.0618556701030927,0.0171821305841924,0.127147766323024
0.1403887688984881,0.0259179265658747,0.0583153347732181,0.0539956803455723,0.1123110151187904,0.0237580993520518,0.0086393088552915,0.0107991360691144,0.0064794816414686,0.0215982721382289,0.0518358531317494,0.0086393088552915,0.0280777537796976,0.0151187904967602,0.038876889848812,0.060475161987041,0.0064794816414686,0.0107991360691144,0.0259179265658747,0.0302375809935205,0.1144708423326133,0.0215982721382289,0.0345572354211663,0.0323974082073434,0.0583153347732181
0.1275964391691394,0.029673590504451,0.0578635014836795,0.0311572700296735,0.1172106824925816,0.0192878338278931,0.0089020771513353,0.0074183976261127,0.0029673590504451,0.0341246290801186,0.0578635014836795,0.0074183976261127,0.029673590504451,0.0103857566765578,0.0474777448071216,0.0415430267062314,0.0074183976261127,0.0059347181008902,0.0089020771513353,0.0267062314540059,0.115727002967359,0.0192878338278931,0.0519287833827893,0.0370919881305637,0.0964391691394658
0.1294363256784968,0.0250521920668058,0.0668058455114822,0.0626304801670146,0.0918580375782881,0.0354906054279749,0.0083507306889352,0.0146137787056367,0.0083507306889352,0.0083507306889352,0.0605427974947807,0.0104384133611691,0.0292275574112734,0.0271398747390396,0.045929018789144,0.0563674321503131,0.0125260960334029,0.022964509394572,0.0104384133611691,0.0334029227557411,0.0918580375782881,0.0187891440501043,0.0396659707724425,0.0271398747390396,0.0626304801670146
0.1522727272727272,0.0386363636363636,0.0636363636363636,0.0477272727272727,0.109090909090909,0.0386363636363636,0.0159090909090909,0.0136363636363636,0.0045454545454545,0.025,0.0545454545454545,0.0113636363636363,0.0113636363636363,0.025,0.0386363636363636,0.0568181818181818,0.0136363636363636,0.0181818181818181,0.0045454545454545,0.0136363636363636,0.1068181818181818,0.0181818181818181,0.034090909090909,0.025,0.059090909090909
0.1137123745819397,0.0334448160535117,0.0434782608695652,0.0301003344481605,0.0936454849498327,0.020066889632107,0.0033444816053511,0.0167224080267558,0.0066889632107023,0.040133779264214,0.040133779264214,0.0167224080267558,0.0234113712374581,0.020066889632107,0.0468227424749163,0.0434782608695652,0.0133779264214046,0.0133779264214046,0.020066889632107,0.0267558528428093,0.0969899665551839,0.020066889632107,0.0501672240802675,0.040133779264214,0.1270903010033444
0.1105651105651105,0.0221130221130221,0.0405405405405405,0.042997542997543,0.0884520884520884,0.0257985257985257,0.011056511056511,0.0159705159705159,0.0147420147420147,0.0184275184275184,0.0307125307125307,0.0122850122850122,0.0356265356265356,0.0356265356265356,0.042997542997543,0.0454545454545454,0.0147420147420147,0.0356265356265356,0.0208845208845208,0.0356265356265356,0.0909090909090909,0.0257985257985257,0.0294840294840294,0.0393120393120393,0.1142506142506142
0.1203703703703703,0.0324074074074074,0.0601851851851851,0.0601851851851851,0.1018518518518518,0.0185185185185185,0.0046296296296296,0.0092592592592592,0.0092592592592592,0.0324074074074074,0.0555555555555555,0.0092592592592592,0.0509259259259259,0.0092592592592592,0.0324074074074074,0.0625,0.0092592592592592,0.0069444444444444,0.0254629629629629,0.0300925925925925,0.1157407407407407,0.0185185185185185,0.0300925925925925,0.0300925925925925,0.0648148148148148
0.1271604938271605,0.0160493827160493,0.0518518518518518,0.037037037037037,0.1320987654320987,0.0148148148148148,0.0012345679012345,0.0086419753086419,0.0061728395061728,0.0098765432098765,0.0481481481481481,0.0061728395061728,0.0234567901234567,0.0185185185185185,0.0419753086419753,0.0419753086419753,0.0098765432098765,0.0185185185185185,0.0185185185185185,0.037037037037037,0.1308641975308642,0.0074074074074074,0.037037037037037,0.045679012345679,0.1098765432098765
0.1666666666666666,0.0568181818181818,0.0416666666666666,0.0227272727272727,0.0833333333333333,0.053030303030303,0.0303030303030303,0.0151515151515151,0.0075757575757575,0.0378787878787878,0.053030303030303,0.0227272727272727,0.0303030303030303,0.0075757575757575,0.0454545454545454,0.0265151515151515,0.0037878787878787,0.0113636363636363,0.0113636363636363,0.0189393939393939,0.0719696969696969,0.0303030303030303,0.0606060606060606,0.0227272727272727,0.0681818181818181
0.0849858356940509,0.0311614730878186,0.0538243626062322,0.0254957507082152,0.1274787535410765,0.0311614730878186,0.0056657223796034,0.0169971671388102,0.0113314447592068,0.0169971671388102,0.0538243626062322,0.0141643059490084,0.036827195467422,0.0198300283286118,0.0283286118980169,0.036827195467422,0.0113314447592068,0.0084985835694051,0.0283286118980169,0.0311614730878186,0.1133144475920679,0.0198300283286118,0.0396600566572237,0.0311614730878186,0.121813031161473
0.1673913043478261,0.0130434782608695,0.058695652173913,0.058695652173913,0.1282608695652174,0.0108695652173913,0.0021739130434782,0.0021739130434782,0.0043478260869565,0.008695652173913,0.0456521739130434,0.0065217391304347,0.0,0.0217391304347826,0.0239130434782608,0.0739130434782608,0.0043478260869565,0.008695652173913,0.0130434782608695,0.0347826086956521,0.1260869565217391,0.0021739130434782,0.0282608695652173,0.0369565217391304,0.1195652173913043
0.173841059602649,0.0132450331125827,0.021523178807947,0.0447019867549668,0.1225165562913907,0.0115894039735099,0.0033112582781456,0.0049668874172185,0.0066225165562913,0.0132450331125827,0.0314569536423841,0.0016556291390728,0.0149006622516556,0.0165562913907284,0.0182119205298013,0.0496688741721854,0.0082781456953642,0.0115894039735099,0.064569536423841,0.0447019867549668,0.1092715231788079,0.0132450331125827,0.0298013245033112,0.0463576158940397,0.1241721854304635
0.1469026548672566,0.0212389380530973,0.0353982300884955,0.0495575221238938,0.1185840707964601,0.015929203539823,0.0070796460176991,0.0053097345132743,0.0106194690265486,0.0230088495575221,0.0265486725663716,0.0053097345132743,0.0106194690265486,0.0123893805309734,0.031858407079646,0.063716814159292,0.0088495575221238,0.0035398230088495,0.0389380530973451,0.0407079646017699,0.1168141592920354,0.0194690265486725,0.031858407079646,0.0442477876106194,0.111504424778761
0.1658291457286432,0.0100502512562814,0.0653266331658291,0.0703517587939698,0.0921273031825795,0.0117252931323283,0.0033500837520938,0.0150753768844221,0.0,0.0033500837520938,0.067001675041876,0.0083752093802345,0.0284757118927973,0.0150753768844221,0.0368509212730318,0.0686767169179229,0.0016750418760469,0.016750418760469,0.0351758793969849,0.0402010050251256,0.0887772194304857,0.0100502512562814,0.0301507537688442,0.0418760469011725,0.0737018425460636
0.1818181818181818,0.0322966507177033,0.055023923444976,0.0430622009569378,0.1100478468899521,0.0382775119617224,0.0155502392344497,0.0143540669856459,0.0083732057416267,0.0191387559808612,0.0586124401913875,0.0143540669856459,0.0143540669856459,0.0119617224880382,0.034688995215311,0.0382775119617224,0.0107655502392344,0.0131578947368421,0.0083732057416267,0.0227272727272727,0.104066985645933,0.0239234449760765,0.0370813397129186,0.0215311004784689,0.0681818181818181
0.1409266409266409,0.0193050193050193,0.0559845559845559,0.0366795366795366,0.1003861003861003,0.0173745173745173,0.0019305019305019,0.0077220077220077,0.0019305019305019,0.0193050193050193,0.0675675675675675,0.0038610038610038,0.0308880308880308,0.0173745173745173,0.0366795366795366,0.0328185328185328,0.0096525096525096,0.0173745173745173,0.0328185328185328,0.027027027027027,0.0926640926640926,0.0135135135135135,0.0463320463320463,0.0308880308880308,0.138996138996139
